"Step","falcon RL 7b 2nd run - env/reward_mean","falcon RL 7b 2nd run - env/reward_mean__MIN","falcon RL 7b 2nd run - env/reward_mean__MAX","red RL 3b 1st run - env/reward_mean","red RL 3b 1st run - env/reward_mean__MIN","red RL 3b 1st run - env/reward_mean__MAX"
"44","0.750755250453949","0.750755250453949","0.750755250453949","0.8647673726081848","0.8647673726081848","0.8647673726081848"
"45","0.7853220105171204","0.7853220105171204","0.7853220105171204","0.8844162225723267","0.8844162225723267","0.8844162225723267"
"46","0.8272848129272461","0.8272848129272461","0.8272848129272461","0.8626625537872314","0.8626625537872314","0.8626625537872314"
"47","0.7639843225479126","0.7639843225479126","0.7639843225479126","0.828060507774353","0.828060507774353","0.828060507774353"
"48","0.8151639699935913","0.8151639699935913","0.8151639699935913","0.888576865196228","0.888576865196228","0.888576865196228"
"49","0.7833907604217529","0.7833907604217529","0.7833907604217529","0.8090764284133911","0.8090764284133911","0.8090764284133911"
"50","0.8543810248374939","0.8543810248374939","0.8543810248374939","0.9291011095046997","0.9291011095046997","0.9291011095046997"
"51","0.8034099340438843","0.8034099340438843","0.8034099340438843","0.9048624038696289","0.9048624038696289","0.9048624038696289"
"52","0.8340922594070435","0.8340922594070435","0.8340922594070435","0.8734207153320312","0.8734207153320312","0.8734207153320312"
"53","0.7622467875480652","0.7622467875480652","0.7622467875480652","0.8292899131774902","0.8292899131774902","0.8292899131774902"
"54","0.8428782224655151","0.8428782224655151","0.8428782224655151","0.9097691774368286","0.9097691774368286","0.9097691774368286"
"55","0.8638614416122437","0.8638614416122437","0.8638614416122437","0.8985886573791504","0.8985886573791504","0.8985886573791504"
"56","0.8331117630004883","0.8331117630004883","0.8331117630004883","0.8998836278915405","0.8998836278915405","0.8998836278915405"
"57","0.8179079294204712","0.8179079294204712","0.8179079294204712","0.8394047021865845","0.8394047021865845","0.8394047021865845"
"58","0.782187283039093","0.782187283039093","0.782187283039093","0.8647898435592651","0.8647898435592651","0.8647898435592651"
"59","0.7684150338172913","0.7684150338172913","0.7684150338172913","0.9133801460266113","0.9133801460266113","0.9133801460266113"
"60","0.8393855690956116","0.8393855690956116","0.8393855690956116","0.9384413957595825","0.9384413957595825","0.9384413957595825"
"61","0.8726123571395874","0.8726123571395874","0.8726123571395874","0.9464735984802246","0.9464735984802246","0.9464735984802246"
"62","0.7991765141487122","0.7991765141487122","0.7991765141487122","0.8491686582565308","0.8491686582565308","0.8491686582565308"
"63","0.8616609573364258","0.8616609573364258","0.8616609573364258","0.8782024383544922","0.8782024383544922","0.8782024383544922"
"64","0.8211096525192261","0.8211096525192261","0.8211096525192261","0.9379780292510986","0.9379780292510986","0.9379780292510986"
"65","0.8470311164855957","0.8470311164855957","0.8470311164855957","0.9142876863479614","0.9142876863479614","0.9142876863479614"
"66","0.8403011560440063","0.8403011560440063","0.8403011560440063","0.9022295475006104","0.9022295475006104","0.9022295475006104"
"67","0.8268951177597046","0.8268951177597046","0.8268951177597046","0.8871618509292603","0.8871618509292603","0.8871618509292603"
"68","0.906696081161499","0.906696081161499","0.906696081161499","0.9532793760299683","0.9532793760299683","0.9532793760299683"
"69","0.8017717599868774","0.8017717599868774","0.8017717599868774","0.8790732622146606","0.8790732622146606","0.8790732622146606"
"70","0.8703022003173828","0.8703022003173828","0.8703022003173828","0.9163500070571899","0.9163500070571899","0.9163500070571899"
"71","0.7626065611839294","0.7626065611839294","0.7626065611839294","0.9057003259658813","0.9057003259658813","0.9057003259658813"
"72","0.8211778998374939","0.8211778998374939","0.8211778998374939","0.9363744258880615","0.9363744258880615","0.9363744258880615"
"73","0.8517544269561768","0.8517544269561768","0.8517544269561768","0.8488626480102539","0.8488626480102539","0.8488626480102539"
"74","0.8653703927993774","0.8653703927993774","0.8653703927993774","0.9179408550262451","0.9179408550262451","0.9179408550262451"
"75","0.8590126037597656","0.8590126037597656","0.8590126037597656","0.9326022863388062","0.9326022863388062","0.9326022863388062"
"76","0.8536167144775391","0.8536167144775391","0.8536167144775391","0.9549150466918945","0.9549150466918945","0.9549150466918945"
"77","0.8040351271629333","0.8040351271629333","0.8040351271629333","0.8362072706222534","0.8362072706222534","0.8362072706222534"
"78","0.7841156721115112","0.7841156721115112","0.7841156721115112","0.9030574560165405","0.9030574560165405","0.9030574560165405"
"79","0.8851490020751953","0.8851490020751953","0.8851490020751953","0.8917253613471985","0.8917253613471985","0.8917253613471985"
"80","0.8625470399856567","0.8625470399856567","0.8625470399856567","0.8887266516685486","0.8887266516685486","0.8887266516685486"
"81","0.8224729895591736","0.8224729895591736","0.8224729895591736","0.8485798835754395","0.8485798835754395","0.8485798835754395"
"82","0.8669906854629517","0.8669906854629517","0.8669906854629517","0.9067865014076233","0.9067865014076233","0.9067865014076233"
"83","0.8557896614074707","0.8557896614074707","0.8557896614074707","0.906764030456543","0.906764030456543","0.906764030456543"
"84","0.8551747798919678","0.8551747798919678","0.8551747798919678","0.8615195751190186","0.8615195751190186","0.8615195751190186"
"85","0.8526437282562256","0.8526437282562256","0.8526437282562256","0.9382390975952148","0.9382390975952148","0.9382390975952148"
"86","0.8840008974075317","0.8840008974075317","0.8840008974075317","0.891474723815918","0.891474723815918","0.891474723815918"
"87","0.8268249034881592","0.8268249034881592","0.8268249034881592","0.9334873557090759","0.9334873557090759","0.9334873557090759"
"88","0.738785982131958","0.738785982131958","0.738785982131958","0.9350690245628357","0.9350690245628357","0.9350690245628357"
"89","0.860477089881897","0.860477089881897","0.860477089881897","0.9796470403671265","0.9796470403671265","0.9796470403671265"
"90","0.8142840266227722","0.8142840266227722","0.8142840266227722","0.9005297422409058","0.9005297422409058","0.9005297422409058"
"91","0.9125008583068848","0.9125008583068848","0.9125008583068848","0.9643145799636841","0.9643145799636841","0.9643145799636841"
"92","0.837164044380188","0.837164044380188","0.837164044380188","0.8714463710784912","0.8714463710784912","0.8714463710784912"
"93","0.8683693408966064","0.8683693408966064","0.8683693408966064","0.9502431154251099","0.9502431154251099","0.9502431154251099"
"94","0.875862717628479","0.875862717628479","0.875862717628479","0.9115991592407227","0.9115991592407227","0.9115991592407227"
"95","0.8995653986930847","0.8995653986930847","0.8995653986930847","0.9195590019226074","0.9195590019226074","0.9195590019226074"
"96","0.8451138138771057","0.8451138138771057","0.8451138138771057","0.8580840229988098","0.8580840229988098","0.8580840229988098"
"97","0.8755338788032532","0.8755338788032532","0.8755338788032532","0.9291417002677917","0.9291417002677917","0.9291417002677917"
"98","0.8569777011871338","0.8569777011871338","0.8569777011871338","0.9711672067642212","0.9711672067642212","0.9711672067642212"
"99","0.7756361365318298","0.7756361365318298","0.7756361365318298","0.8707823753356934","0.8707823753356934","0.8707823753356934"
"100","0.816084086894989","0.816084086894989","0.816084086894989","0.9153686761856079","0.9153686761856079","0.9153686761856079"
"101","0.8199331760406494","0.8199331760406494","0.8199331760406494","0.910425066947937","0.910425066947937","0.910425066947937"
"102","0.8041328191757202","0.8041328191757202","0.8041328191757202","0.9110506772994995","0.9110506772994995","0.9110506772994995"
"103","0.8515351414680481","0.8515351414680481","0.8515351414680481","0.916824221611023","0.916824221611023","0.916824221611023"
"104","0.8849599361419678","0.8849599361419678","0.8849599361419678","0.8852484226226807","0.8852484226226807","0.8852484226226807"
"105","0.8660345077514648","0.8660345077514648","0.8660345077514648","0.9179832339286804","0.9179832339286804","0.9179832339286804"
"106","0.8093733787536621","0.8093733787536621","0.8093733787536621","0.8861077427864075","0.8861077427864075","0.8861077427864075"
"107","0.8325375318527222","0.8325375318527222","0.8325375318527222","0.8713021278381348","0.8713021278381348","0.8713021278381348"
"108","0.922439455986023","0.922439455986023","0.922439455986023","0.824623703956604","0.824623703956604","0.824623703956604"
"109","0.8379815220832825","0.8379815220832825","0.8379815220832825","0.957728922367096","0.957728922367096","0.957728922367096"
"110","0.8938449621200562","0.8938449621200562","0.8938449621200562","0.8803317546844482","0.8803317546844482","0.8803317546844482"
"111","0.7835285663604736","0.7835285663604736","0.7835285663604736","0.8623219728469849","0.8623219728469849","0.8623219728469849"
"112","0.8893253803253174","0.8893253803253174","0.8893253803253174","0.8597418069839478","0.8597418069839478","0.8597418069839478"
"113","0.883122444152832","0.883122444152832","0.883122444152832","0.8882970809936523","0.8882970809936523","0.8882970809936523"
"114","0.8026280999183655","0.8026280999183655","0.8026280999183655","0.9043799638748169","0.9043799638748169","0.9043799638748169"
"115","0.906232476234436","0.906232476234436","0.906232476234436","0.883774995803833","0.883774995803833","0.883774995803833"
"116","0.8181636333465576","0.8181636333465576","0.8181636333465576","0.9158775210380554","0.9158775210380554","0.9158775210380554"
"117","0.8599445819854736","0.8599445819854736","0.8599445819854736","0.930898129940033","0.930898129940033","0.930898129940033"
"118","0.8479813933372498","0.8479813933372498","0.8479813933372498","0.8793272972106934","0.8793272972106934","0.8793272972106934"
"119","0.9064223766326904","0.9064223766326904","0.9064223766326904","0.8976841568946838","0.8976841568946838","0.8976841568946838"
"120","0.8067909479141235","0.8067909479141235","0.8067909479141235","0.8796142339706421","0.8796142339706421","0.8796142339706421"
"121","0.8647578358650208","0.8647578358650208","0.8647578358650208","0.8771369457244873","0.8771369457244873","0.8771369457244873"
"122","0.8126922249794006","0.8126922249794006","0.8126922249794006","0.9349019527435303","0.9349019527435303","0.9349019527435303"
"123","0.8992933034896851","0.8992933034896851","0.8992933034896851","0.9269239902496338","0.9269239902496338","0.9269239902496338"
"124","0.8844202756881714","0.8844202756881714","0.8844202756881714","0.9290355443954468","0.9290355443954468","0.9290355443954468"
"125","0.8713072538375854","0.8713072538375854","0.8713072538375854","0.9368386268615723","0.9368386268615723","0.9368386268615723"
"126","0.8218796253204346","0.8218796253204346","0.8218796253204346","0.8879389762878418","0.8879389762878418","0.8879389762878418"
"127","0.8751269578933716","0.8751269578933716","0.8751269578933716","0.9227937459945679","0.9227937459945679","0.9227937459945679"
"128","0.7207686901092529","0.7207686901092529","0.7207686901092529","0.903701663017273","0.903701663017273","0.903701663017273"
