"Step","falcon RL 7b 2nd run - ppo/loss/value","falcon RL 7b 2nd run - ppo/loss/value__MIN","falcon RL 7b 2nd run - ppo/loss/value__MAX","red RL 3b 1st run - ppo/loss/value","red RL 3b 1st run - ppo/loss/value__MIN","red RL 3b 1st run - ppo/loss/value__MAX"
"59","0.23384156823158264","0.23384156823158264","0.23384156823158264","0.4763432741165161","0.4763432741165161","0.4763432741165161"
"60","0.262204647064209","0.262204647064209","0.262204647064209","0.4728727638721466","0.4728727638721466","0.4728727638721466"
"61","0.2372320592403412","0.2372320592403412","0.2372320592403412","0.4846857190132141","0.4846857190132141","0.4846857190132141"
"62","0.22293797135353088","0.22293797135353088","0.22293797135353088","0.47298532724380493","0.47298532724380493","0.47298532724380493"
"63","0.212235689163208","0.212235689163208","0.212235689163208","0.4821651577949524","0.4821651577949524","0.4821651577949524"
"64","0.2138444185256958","0.2138444185256958","0.2138444185256958","0.4831625521183014","0.4831625521183014","0.4831625521183014"
"65","0.20507465302944183","0.20507465302944183","0.20507465302944183","0.49688059091567993","0.49688059091567993","0.49688059091567993"
"66","0.23606844246387482","0.23606844246387482","0.23606844246387482","0.48098570108413696","0.48098570108413696","0.48098570108413696"
"67","0.21456056833267212","0.21456056833267212","0.21456056833267212","0.48516303300857544","0.48516303300857544","0.48516303300857544"
"68","0.20937463641166687","0.20937463641166687","0.20937463641166687","0.482945054769516","0.482945054769516","0.482945054769516"
"69","0.1836111843585968","0.1836111843585968","0.1836111843585968","0.5010643601417542","0.5010643601417542","0.5010643601417542"
"70","0.20296955108642578","0.20296955108642578","0.20296955108642578","0.4922889471054077","0.4922889471054077","0.4922889471054077"
"71","0.19727371633052826","0.19727371633052826","0.19727371633052826","0.5120644569396973","0.5120644569396973","0.5120644569396973"
"72","0.19098016619682312","0.19098016619682312","0.19098016619682312","0.4386477470397949","0.4386477470397949","0.4386477470397949"
"73","0.1921943724155426","0.1921943724155426","0.1921943724155426","0.47006750106811523","0.47006750106811523","0.47006750106811523"
"74","0.17294816672801971","0.17294816672801971","0.17294816672801971","0.43107324838638306","0.43107324838638306","0.43107324838638306"
"75","0.18816114962100983","0.18816114962100983","0.18816114962100983","0.4821781516075134","0.4821781516075134","0.4821781516075134"
"76","0.2083486020565033","0.2083486020565033","0.2083486020565033","0.4535231292247772","0.4535231292247772","0.4535231292247772"
"77","0.27307406067848206","0.27307406067848206","0.27307406067848206","0.49718043208122253","0.49718043208122253","0.49718043208122253"
"78","0.1793593019247055","0.1793593019247055","0.1793593019247055","0.4460907578468323","0.4460907578468323","0.4460907578468323"
"79","0.18657009303569794","0.18657009303569794","0.18657009303569794","0.4626117944717407","0.4626117944717407","0.4626117944717407"
"80","0.18492984771728516","0.18492984771728516","0.18492984771728516","0.4554404616355896","0.4554404616355896","0.4554404616355896"
"81","0.21608887612819672","0.21608887612819672","0.21608887612819672","0.475270539522171","0.475270539522171","0.475270539522171"
"82","0.17058154940605164","0.17058154940605164","0.17058154940605164","0.4481974244117737","0.4481974244117737","0.4481974244117737"
"83","0.17997503280639648","0.17997503280639648","0.17997503280639648","0.4546152949333191","0.4546152949333191","0.4546152949333191"
"84","0.18744264543056488","0.18744264543056488","0.18744264543056488","0.45435982942581177","0.45435982942581177","0.45435982942581177"
"85","0.19439901411533356","0.19439901411533356","0.19439901411533356","0.4936133027076721","0.4936133027076721","0.4936133027076721"
"86","0.15330900251865387","0.15330900251865387","0.15330900251865387","0.4846864938735962","0.4846864938735962","0.4846864938735962"
"87","0.14525257050991058","0.14525257050991058","0.14525257050991058","0.4779495596885681","0.4779495596885681","0.4779495596885681"
"88","0.19806692004203796","0.19806692004203796","0.19806692004203796","0.49152737855911255","0.49152737855911255","0.49152737855911255"
"89","0.1703576147556305","0.1703576147556305","0.1703576147556305","0.46350961923599243","0.46350961923599243","0.46350961923599243"
"90","0.14596357941627502","0.14596357941627502","0.14596357941627502","0.4599911868572235","0.4599911868572235","0.4599911868572235"
"91","0.14702311158180237","0.14702311158180237","0.14702311158180237","0.48930174112319946","0.48930174112319946","0.48930174112319946"
"92","0.14124366641044617","0.14124366641044617","0.14124366641044617","0.4293452203273773","0.4293452203273773","0.4293452203273773"
"93","0.14301131665706635","0.14301131665706635","0.14301131665706635","0.4361315071582794","0.4361315071582794","0.4361315071582794"
"94","0.20795124769210815","0.20795124769210815","0.20795124769210815","0.4050156772136688","0.4050156772136688","0.4050156772136688"
"95","0.14813368022441864","0.14813368022441864","0.14813368022441864","0.4088766574859619","0.4088766574859619","0.4088766574859619"
"96","0.14526154100894928","0.14526154100894928","0.14526154100894928","0.39651358127593994","0.39651358127593994","0.39651358127593994"
"97","0.13818258047103882","0.13818258047103882","0.13818258047103882","0.4210149347782135","0.4210149347782135","0.4210149347782135"
"98","0.1216268539428711","0.1216268539428711","0.1216268539428711","0.4343944787979126","0.4343944787979126","0.4343944787979126"
"99","0.12699681520462036","0.12699681520462036","0.12699681520462036","0.4525681138038635","0.4525681138038635","0.4525681138038635"
"100","0.12237005680799484","0.12237005680799484","0.12237005680799484","0.42156434059143066","0.42156434059143066","0.42156434059143066"
"101","0.11262805759906769","0.11262805759906769","0.11262805759906769","0.4140705168247223","0.4140705168247223","0.4140705168247223"
"102","0.1243973821401596","0.1243973821401596","0.1243973821401596","0.41567564010620117","0.41567564010620117","0.41567564010620117"
"103","0.11090247333049774","0.11090247333049774","0.11090247333049774","0.40519461035728455","0.40519461035728455","0.40519461035728455"
"104","0.11898089945316315","0.11898089945316315","0.11898089945316315","0.3759947717189789","0.3759947717189789","0.3759947717189789"
"105","0.15235291421413422","0.15235291421413422","0.15235291421413422","0.37201881408691406","0.37201881408691406","0.37201881408691406"
"106","0.11847569793462753","0.11847569793462753","0.11847569793462753","0.4105360805988312","0.4105360805988312","0.4105360805988312"
"107","0.15616390109062195","0.15616390109062195","0.15616390109062195","0.4156894087791443","0.4156894087791443","0.4156894087791443"
"108","0.1026272177696228","0.1026272177696228","0.1026272177696228","0.3757663369178772","0.3757663369178772","0.3757663369178772"
"109","0.11072768270969391","0.11072768270969391","0.11072768270969391","0.3937080204486847","0.3937080204486847","0.3937080204486847"
"110","0.10192394256591797","0.10192394256591797","0.10192394256591797","0.4228515028953552","0.4228515028953552","0.4228515028953552"
"111","0.13397791981697083","0.13397791981697083","0.13397791981697083","0.3878791332244873","0.3878791332244873","0.3878791332244873"
"112","0.1454046070575714","0.1454046070575714","0.1454046070575714","0.42447495460510254","0.42447495460510254","0.42447495460510254"
"113","0.0950988233089447","0.0950988233089447","0.0950988233089447","0.36919090151786804","0.36919090151786804","0.36919090151786804"
"114","0.100073903799057","0.100073903799057","0.100073903799057","0.41223353147506714","0.41223353147506714","0.41223353147506714"
"115","0.1009698361158371","0.1009698361158371","0.1009698361158371","0.3990277051925659","0.3990277051925659","0.3990277051925659"
"116","0.1096097081899643","0.1096097081899643","0.1096097081899643","0.3665544390678406","0.3665544390678406","0.3665544390678406"
"117","0.1007920652627945","0.1007920652627945","0.1007920652627945","0.3774932026863098","0.3774932026863098","0.3774932026863098"
"118","0.08696721494197845","0.08696721494197845","0.08696721494197845","0.4007164239883423","0.4007164239883423","0.4007164239883423"
"119","0.10039094090461731","0.10039094090461731","0.10039094090461731","0.3520912528038025","0.3520912528038025","0.3520912528038025"
"120","0.09346634149551392","0.09346634149551392","0.09346634149551392","0.3796234428882599","0.3796234428882599","0.3796234428882599"
"121","0.08501643687486649","0.08501643687486649","0.08501643687486649","0.38400864601135254","0.38400864601135254","0.38400864601135254"
"122","0.15775954723358154","0.15775954723358154","0.15775954723358154","0.38920146226882935","0.38920146226882935","0.38920146226882935"
"123","0.09872041642665863","0.09872041642665863","0.09872041642665863","0.41748863458633423","0.41748863458633423","0.41748863458633423"
"124","0.11193619668483734","0.11193619668483734","0.11193619668483734","0.39661476016044617","0.39661476016044617","0.39661476016044617"
"125","0.0845704898238182","0.0845704898238182","0.0845704898238182","0.3793131113052368","0.3793131113052368","0.3793131113052368"
"126","0.08683286607265472","0.08683286607265472","0.08683286607265472","0.3815789222717285","0.3815789222717285","0.3815789222717285"
"127","0.08825016766786575","0.08825016766786575","0.08825016766786575","0.3545340597629547","0.3545340597629547","0.3545340597629547"
"128","0.07606641948223114","0.07606641948223114","0.07606641948223114","0.37696579098701477","0.37696579098701477","0.37696579098701477"
