"Step","falcon RL 7b 2nd run - env/reward_std","falcon RL 7b 2nd run - env/reward_std__MIN","falcon RL 7b 2nd run - env/reward_std__MAX","red RL 3b 1st run - env/reward_std","red RL 3b 1st run - env/reward_std__MIN","red RL 3b 1st run - env/reward_std__MAX"
"49","0.3658919632434845","0.3658919632434845","0.3658919632434845","0.3481074273586273","0.3481074273586273","0.3481074273586273"
"50","0.3014702796936035","0.3014702796936035","0.3014702796936035","0.20045702159404755","0.20045702159404755","0.20045702159404755"
"51","0.35496050119400024","0.35496050119400024","0.35496050119400024","0.2641214430332184","0.2641214430332184","0.2641214430332184"
"52","0.3126421868801117","0.3126421868801117","0.3126421868801117","0.30101752281188965","0.30101752281188965","0.30101752281188965"
"53","0.35979756712913513","0.35979756712913513","0.35979756712913513","0.3581622540950775","0.3581622540950775","0.3581622540950775"
"54","0.304614394903183","0.304614394903183","0.304614394903183","0.25519317388534546","0.25519317388534546","0.25519317388534546"
"55","0.2653830051422119","0.2653830051422119","0.2653830051422119","0.26628392934799194","0.26628392934799194","0.26628392934799194"
"56","0.3074096441268921","0.3074096441268921","0.3074096441268921","0.2628757059574127","0.2628757059574127","0.2628757059574127"
"57","0.32283884286880493","0.32283884286880493","0.32283884286880493","0.3401947617530823","0.3401947617530823","0.3401947617530823"
"58","0.3672921061515808","0.3672921061515808","0.3672921061515808","0.27956733107566833","0.27956733107566833","0.27956733107566833"
"59","0.35341134667396545","0.35341134667396545","0.35341134667396545","0.24625200033187866","0.24625200033187866","0.24625200033187866"
"60","0.3245770037174225","0.3245770037174225","0.3245770037174225","0.16114497184753418","0.16114497184753418","0.16114497184753418"
"61","0.2786484658718109","0.2786484658718109","0.2786484658718109","0.15022924542427063","0.15022924542427063","0.15022924542427063"
"62","0.3218616843223572","0.3218616843223572","0.3218616843223572","0.3338100016117096","0.3338100016117096","0.3338100016117096"
"63","0.29276081919670105","0.29276081919670105","0.29276081919670105","0.3152785897254944","0.3152785897254944","0.3152785897254944"
"64","0.3192266523838043","0.3192266523838043","0.3192266523838043","0.1879500299692154","0.1879500299692154","0.1879500299692154"
"65","0.2849607765674591","0.2849607765674591","0.2849607765674591","0.2445676177740097","0.2445676177740097","0.2445676177740097"
"66","0.3049306273460388","0.3049306273460388","0.3049306273460388","0.24913103878498077","0.24913103878498077","0.24913103878498077"
"67","0.2920486330986023","0.2920486330986023","0.2920486330986023","0.2809986472129822","0.2809986472129822","0.2809986472129822"
"68","0.20844675600528717","0.20844675600528717","0.20844675600528717","0.1761118769645691","0.1761118769645691","0.1761118769645691"
"69","0.31523510813713074","0.31523510813713074","0.31523510813713074","0.284725546836853","0.284725546836853","0.284725546836853"
"70","0.26548051834106445","0.26548051834106445","0.26548051834106445","0.21836023032665253","0.21836023032665253","0.21836023032665253"
"71","0.3474145531654358","0.3474145531654358","0.3474145531654358","0.250563383102417","0.250563383102417","0.250563383102417"
"72","0.3415002226829529","0.3415002226829529","0.3415002226829529","0.20189718902111053","0.20189718902111053","0.20189718902111053"
"73","0.289858341217041","0.289858341217041","0.289858341217041","0.3335283100605011","0.3335283100605011","0.3335283100605011"
"74","0.26953125","0.26953125","0.26953125","0.23696854710578918","0.23696854710578918","0.23696854710578918"
"75","0.2684391438961029","0.2684391438961029","0.2684391438961029","0.2132825255393982","0.2132825255393982","0.2132825255393982"
"76","0.2809949815273285","0.2809949815273285","0.2809949815273285","0.15899677574634552","0.15899677574634552","0.15899677574634552"
"77","0.34554818272590637","0.34554818272590637","0.34554818272590637","0.33181899785995483","0.33181899785995483","0.33181899785995483"
"78","0.36564570665359497","0.36564570665359497","0.36564570665359497","0.26176899671554565","0.26176899671554565","0.26176899671554565"
"79","0.24392737448215485","0.24392737448215485","0.24392737448215485","0.279113233089447","0.279113233089447","0.279113233089447"
"80","0.24584196507930756","0.24584196507930756","0.24584196507930756","0.267041951417923","0.267041951417923","0.267041951417923"
"81","0.3257623314857483","0.3257623314857483","0.3257623314857483","0.3250132203102112","0.3250132203102112","0.3250132203102112"
"82","0.2866886854171753","0.2866886854171753","0.2866886854171753","0.2325289398431778","0.2325289398431778","0.2325289398431778"
"83","0.29099154472351074","0.29099154472351074","0.29099154472351074","0.2462768703699112","0.2462768703699112","0.2462768703699112"
"84","0.2839967906475067","0.2839967906475067","0.2839967906475067","0.3065895140171051","0.3065895140171051","0.3065895140171051"
"85","0.2983594834804535","0.2983594834804535","0.2983594834804535","0.1724911332130432","0.1724911332130432","0.1724911332130432"
"86","0.2618905305862427","0.2618905305862427","0.2618905305862427","0.2594233453273773","0.2594233453273773","0.2594233453273773"
"87","0.3086402714252472","0.3086402714252472","0.3086402714252472","0.15459083020687103","0.15459083020687103","0.15459083020687103"
"88","0.3763715922832489","0.3763715922832489","0.3763715922832489","0.1822359412908554","0.1822359412908554","0.1822359412908554"
"89","0.2903153598308563","0.2903153598308563","0.2903153598308563","0.04326174408197403","0.04326174408197403","0.04326174408197403"
"90","0.3269786536693573","0.3269786536693573","0.3269786536693573","0.26934343576431274","0.26934343576431274","0.26934343576431274"
"91","0.22504159808158875","0.22504159808158875","0.22504159808158875","0.11423774063587189","0.11423774063587189","0.11423774063587189"
"92","0.3149013817310333","0.3149013817310333","0.3149013817310333","0.2929457724094391","0.2929457724094391","0.2929457724094391"
"93","0.29210683703422546","0.29210683703422546","0.29210683703422546","0.16971498727798462","0.16971498727798462","0.16971498727798462"
"94","0.2704755365848541","0.2704755365848541","0.2704755365848541","0.24115081131458282","0.24115081131458282","0.24115081131458282"
"95","0.24020850658416748","0.24020850658416748","0.24020850658416748","0.24032455682754517","0.24032455682754517","0.24032455682754517"
"96","0.26721447706222534","0.26721447706222534","0.26721447706222534","0.31272342801094055","0.31272342801094055","0.31272342801094055"
"97","0.2823562026023865","0.2823562026023865","0.2823562026023865","0.2008330374956131","0.2008330374956131","0.2008330374956131"
"98","0.23133330047130585","0.23133330047130585","0.23133330047130585","0.0991949737071991","0.0991949737071991","0.0991949737071991"
"99","0.3719705045223236","0.3719705045223236","0.3719705045223236","0.2839592397212982","0.2839592397212982","0.2839592397212982"
"100","0.34026724100112915","0.34026724100112915","0.34026724100112915","0.22379334270954132","0.22379334270954132","0.22379334270954132"
"101","0.3084471821784973","0.3084471821784973","0.3084471821784973","0.24689331650733948","0.24689331650733948","0.24689331650733948"
"102","0.35179972648620605","0.35179972648620605","0.35179972648620605","0.2534473240375519","0.2534473240375519","0.2534473240375519"
"103","0.3157757818698883","0.3157757818698883","0.3157757818698883","0.25394582748413086","0.25394582748413086","0.25394582748413086"
"104","0.24525603652000427","0.24525603652000427","0.24525603652000427","0.26979732513427734","0.26979732513427734","0.26979732513427734"
"105","0.2880551517009735","0.2880551517009735","0.2880551517009735","0.20714929699897766","0.20714929699897766","0.20714929699897766"
"106","0.32666075229644775","0.32666075229644775","0.32666075229644775","0.26877132058143616","0.26877132058143616","0.26877132058143616"
"107","0.3283228278160095","0.3283228278160095","0.3283228278160095","0.290910929441452","0.290910929441452","0.290910929441452"
"108","0.18891799449920654","0.18891799449920654","0.18891799449920654","0.349456787109375","0.349456787109375","0.349456787109375"
"109","0.31270667910575867","0.31270667910575867","0.31270667910575867","0.1571483463048935","0.1571483463048935","0.1571483463048935"
"110","0.21985043585300446","0.21985043585300446","0.21985043585300446","0.27811911702156067","0.27811911702156067","0.27811911702156067"
"111","0.34759649634361267","0.34759649634361267","0.34759649634361267","0.31760773062705994","0.31760773062705994","0.31760773062705994"
"112","0.2539806663990021","0.2539806663990021","0.2539806663990021","0.28231823444366455","0.28231823444366455","0.28231823444366455"
"113","0.25436073541641235","0.25436073541641235","0.25436073541641235","0.2872825562953949","0.2872825562953949","0.2872825562953949"
"114","0.34113809466362","0.34113809466362","0.34113809466362","0.2649707794189453","0.2649707794189453","0.2649707794189453"
"115","0.22100546956062317","0.22100546956062317","0.22100546956062317","0.28429967164993286","0.28429967164993286","0.28429967164993286"
"116","0.3153294622898102","0.3153294622898102","0.3153294622898102","0.22932060062885284","0.22932060062885284","0.22932060062885284"
"117","0.2926822006702423","0.2926822006702423","0.2926822006702423","0.21550524234771729","0.21550524234771729","0.21550524234771729"
"118","0.3164535462856293","0.3164535462856293","0.3164535462856293","0.28668463230133057","0.28668463230133057","0.28668463230133057"
"119","0.19796061515808105","0.19796061515808105","0.19796061515808105","0.2598934769630432","0.2598934769630432","0.2598934769630432"
"120","0.3425256609916687","0.3425256609916687","0.3425256609916687","0.2970736622810364","0.2970736622810364","0.2970736622810364"
"121","0.2915650010108948","0.2915650010108948","0.2915650010108948","0.2977665662765503","0.2977665662765503","0.2977665662765503"
"122","0.31581124663352966","0.31581124663352966","0.31581124663352966","0.1919032484292984","0.1919032484292984","0.1919032484292984"
"123","0.23609863221645355","0.23609863221645355","0.23609863221645355","0.2167007178068161","0.2167007178068161","0.2167007178068161"
"124","0.27666765451431274","0.27666765451431274","0.27666765451431274","0.1904340237379074","0.1904340237379074","0.1904340237379074"
"125","0.2766142189502716","0.2766142189502716","0.2766142189502716","0.16805273294448853","0.16805273294448853","0.16805273294448853"
"126","0.32703372836112976","0.32703372836112976","0.32703372836112976","0.26135575771331787","0.26135575771331787","0.26135575771331787"
"127","0.2751249074935913","0.2751249074935913","0.2751249074935913","0.228966623544693","0.228966623544693","0.228966623544693"
"128","0.39753586053848267","0.39753586053848267","0.39753586053848267","0.24085091054439545","0.24085091054439545","0.24085091054439545"
